monto,hora,intentos,distancia,antiguedad,es_fraude
125.87,1,0,13.25,953,0
311.93,2,0,27.24,351,0
2054.42,9,0,7.51,800,0
380.31,9,0,15.26,956,0
842.53,0,0,1.35,804,0
1531.43,4,0,3.68,129,0
1343.66,17,0,11.26,902,0
1005.51,0,1,2.41,868,0
90.73,18,0,51.63,130,0
114.96,17,0,23.24,196,0
444.84,6,0,9.51,550,0
7783.94,4,5,511.48,4,1
483.57,13,0,21.11,833,0
83.7,22,0,40.65,211,0
10253.03,1,3,1588.37,4,1
73.16,17,1,32.91,833,0
590.71,1,0,8.05,355,0
1734.59,19,0,54.88,940,0
867.56,17,0,13.81,233,0
286.31,13,0,9.58,532,0
877.08,0,1,8.94,113,0
138.38,10,2,23.19,70,0
803.94,21,0,7.41,278,0
27090.0,5,5,767.62,3,1
478.21,0,0,3.13,888,0
1630.25,17,0,5.69,145,0
532.77,16,0,27.69,596,0
290.66,20,1,2.51,772,0
463.34,8,0,15.66,61,0
258.54,17,0,11.32,917,0
406.19,11,0,19.94,286,0
26660.52,4,3,842.75,1,1
237.11,23,0,20.08,631,0
555.88,12,0,10.95,581,0
341.58,7,0,38.5,740,0
409.24,4,0,26.04,43,0
519.64,22,0,12.38,341,0
114.7,5,1,18.77,730,0
965.31,7,0,4.53,654,0
1299.05,10,0,32.45,619,0
547.38,20,0,1.25,507,0
1367.67,18,0,20.19,940,0
495.56,18,2,21.16,587,0
78.34,14,0,16.97,52,0
49.13,5,0,14.28,81,0
248.38,15,0,2.72,735,0
959.26,8,0,76.61,114,0
204.73,10,1,30.55,308,0
387.07,1,2,3.17,498,0
59.95,15,1,2.9,141,0
18257.12,0,5,1386.76,2,1
1764.56,2,0,30.93,684,0
25139.74,23,4,903.27,5,1
1580.12,22,0,81.05,515,0
148.59,2,0,31.0,474,0
45.48,9,0,19.87,470,0
431.78,8,1,25.56,121,0
50.62,13,0,19.4,601,0
1459.89,15,0,92.84,562,0
528.82,6,0,19.22,788,0
182.97,21,0,44.77,216,0
274.1,20,0,5.71,902,0
1119.26,16,0,12.27,346,0
251.38,23,0,8.36,445,0
501.3,11,0,15.07,55,0
284.84,4,0,20.06,120,0
1069.29,13,0,24.05,93,0
16.23,22,0,1.17,477,0
27455.7,23,5,1816.17,5,1
20096.8,23,4,1325.29,1,1
541.57,22,0,3.75,708,0
1578.23,6,0,36.54,774,0
357.07,6,0,73.45,38,0
205.47,18,1,41.01,128,0
845.75,4,0,5.31,389,0
1205.51,18,0,8.93,725,0
353.29,1,0,30.71,631,0
17454.66,1,4,1090.72,3,1
511.34,8,0,4.31,998,0
844.45,8,0,37.76,291,0
956.82,2,0,7.7,862,0
28449.5,1,4,1783.06,5,1
384.65,15,0,28.57,135,0
357.33,5,0,13.02,618,0
714.7,3,1,7.04,232,0
1628.75,16,0,42.0,725,0
250.51,11,0,4.4,397,0
160.96,15,0,16.02,591,0
191.1,17,2,2.49,769,0
439.68,18,1,78.49,26,0
426.55,11,0,72.54,96,0
108.34,15,0,18.03,63,0
596.46,12,1,22.91,974,0
578.21,0,0,17.26,741,0
165.54,10,0,5.18,547,0
1098.11,9,0,8.66,957,0
17600.5,23,4,886.24,4,1
904.43,3,0,6.28,30,0
94.3,0,0,1.87,454,0
194.37,1,0,13.62,634,0
858.75,19,0,2.8,76,0
286.58,2,1,53.24,137,0
2318.1,21,0,12.32,296,0
132.74,18,0,29.27,101,0
621.24,17,0,16.8,975,0
129.52,14,0,13.14,733,0
896.39,21,0,1.32,290,0
681.29,23,0,15.14,40,0
138.27,4,0,15.52,204,0
214.67,21,0,50.69,423,0
542.97,20,0,15.34,441,0
25361.15,22,3,1447.85,5,1
1392.39,14,0,6.77,908,0
1007.39,23,0,7.31,905,0
373.19,6,2,31.55,350,0
2157.22,22,0,45.25,331,0
933.25,18,0,7.36,928,0
891.59,22,0,20.15,69,0
210.89,4,0,2.1,222,0
268.49,3,0,22.68,699,0
157.34,19,0,22.9,906,0
132.78,4,0,8.32,667,0
524.91,19,0,11.82,419,0
12945.72,4,5,883.95,1,1
584.37,8,0,7.96,97,0
763.9,22,0,47.5,682,0
22004.8,5,4,856.25,0,1
445.55,13,0,16.87,534,0
68.11,18,0,4.53,345,0
27.76,23,0,3.13,947,0
54.67,19,0,2.49,211,0
126.93,23,0,22.99,939,0
1076.28,9,0,2.88,928,0
49.15,6,0,12.54,901,0
25239.79,0,5,1161.43,5,1
253.08,3,0,13.0,671,0
466.69,19,0,45.22,57,0
105.69,7,0,25.49,895,0
533.83,21,0,18.18,422,0
507.7,11,0,17.65,198,0
10840.91,1,4,463.98,5,1
1240.59,8,0,7.76,889,0
423.68,19,0,26.37,748,0
105.55,23,0,28.44,440,0
29448.93,3,3,483.26,4,1
274.7,23,0,6.61,334,0
1254.73,11,0,7.71,175,0
1432.58,17,0,27.63,749,0
18941.53,3,4,825.97,5,1
1053.87,10,0,9.51,715,0
26695.18,4,4,1174.18,4,1
471.84,5,0,40.8,656,0
709.59,5,0,43.94,259,0
151.07,2,0,11.13,507,0
155.48,16,1,21.41,548,0
706.39,14,0,18.91,746,0
2193.63,8,0,20.09,972,0
85.26,7,1,3.95,775,0
67.54,9,0,26.58,32,0
795.02,10,0,32.92,585,0
20637.45,23,4,906.45,1,1
16478.75,4,4,1865.52,2,1
47.53,16,0,2.74,218,0
420.8,8,0,1.42,375,0
609.05,2,0,3.58,671,0
431.65,1,0,10.93,485,0
505.1,1,1,54.43,897,0
142.67,23,1,2.74,937,0
558.95,5,0,29.78,959,0
1135.52,9,0,2.99,981,0
106.56,0,0,34.41,367,0
105.1,22,0,32.53,963,0
243.66,7,0,10.03,946,0
494.53,4,0,29.68,358,0
1848.28,19,1,8.11,752,0
875.75,16,0,4.93,180,0
219.97,17,0,27.38,684,0
24295.65,4,4,593.1,4,1
83.19,3,0,10.87,543,0
28.46,13,0,24.49,816,0
183.17,16,0,19.36,789,0
276.91,18,0,7.45,41,0
570.47,2,0,12.27,543,0
605.8,4,0,4.45,265,0
145.3,5,0,13.81,131,0
12896.49,1,5,876.46,0,1
363.87,2,0,32.43,221,0
245.92,5,0,4.18,37,0
130.08,13,0,55.14,186,0
201.49,21,0,10.42,973,0
62.9,11,0,10.35,621,0
285.77,19,0,51.23,800,0
1615.95,9,0,45.49,722,0
91.05,15,0,63.84,917,0
1087.38,17,0,14.54,265,0
274.48,16,0,9.14,372,0
815.53,10,0,22.21,672,0
213.42,23,1,31.38,489,0
378.47,19,0,27.18,547,0
449.66,22,0,2.28,967,0
241.95,11,0,17.13,226,0
558.76,14,0,8.02,342,0
25290.05,0,5,1181.7,1,1
47.3,9,0,28.81,332,0
775.37,10,0,11.6,426,0
1928.84,17,0,42.1,529,0
1101.47,9,0,5.38,732,0
6935.34,23,3,1782.19,4,1
27586.24,1,3,1331.18,5,1
207.15,15,1,112.18,536,0
733.37,2,0,10.43,633,0
38.8,14,0,21.75,147,0
16233.36,1,4,1085.7,3,1
265.74,23,0,20.99,38,0
426.2,13,0,16.26,192,0
48.37,21,0,20.44,442,0
103.09,5,0,23.38,903,0
582.34,11,0,8.42,323,0
604.55,12,0,2.78,754,0
25.91,20,0,12.73,149,0
623.27,23,0,17.87,116,0
3169.4,15,1,2.02,307,0
121.24,13,0,18.8,205,0
665.72,6,0,14.99,548,0
1023.04,15,0,81.64,404,0
97.68,20,0,4.69,812,0
1280.16,18,0,2.96,502,0
960.62,14,0,58.96,455,0
72.87,19,0,48.87,873,0
902.89,13,0,10.67,48,0
94.39,9,0,10.13,430,0
434.4,15,0,60.0,216,0
117.79,21,2,68.41,760,0
2629.94,8,0,21.28,530,0
277.84,11,1,21.36,289,0
1622.02,21,0,76.6,45,0
1018.23,10,0,20.96,665,0
11.76,11,0,44.16,869,0
157.02,9,0,13.91,245,0
62.05,6,0,16.42,834,0
657.97,0,0,16.67,279,0
1544.93,7,0,49.56,143,0
107.44,17,0,22.5,963,0
1323.04,7,2,18.31,40,0
241.96,11,0,1.66,306,0
440.68,21,0,7.8,818,0
624.58,8,0,19.39,861,0
55.84,7,0,11.34,519,0
1081.15,17,1,20.64,48,0
167.64,2,0,58.82,730,0
10590.7,1,4,1522.98,4,1
6098.43,2,4,1950.17,5,1
463.72,22,0,9.8,219,0
1002.07,2,0,122.07,887,0
130.74,15,0,13.39,594,0
289.87,19,0,30.77,558,0
426.85,0,0,48.95,213,0
1477.75,16,0,15.92,657,0
55.93,0,0,15.77,215,0
119.35,9,1,5.61,845,0
89.38,2,0,17.05,863,0
234.55,19,0,17.64,805,0
1304.35,20,0,5.03,176,0
275.48,0,2,56.55,929,0
1093.32,12,0,13.79,148,0
250.66,14,0,15.29,264,0
481.76,22,0,52.69,497,0
33.14,4,0,2.73,836,0
42.17,9,0,7.13,29,0
85.57,15,0,29.41,577,0
62.16,20,0,16.4,712,0
10526.37,3,4,1508.49,5,1
549.92,12,0,37.86,396,0
180.41,21,0,11.87,91,0
29066.49,5,4,962.05,0,1
69.17,12,0,38.83,612,0
283.76,5,2,12.28,217,0
236.14,14,0,17.36,807,0
200.27,14,0,9.47,307,0
230.33,16,0,8.32,853,0
361.17,6,0,5.96,377,0
90.26,12,0,5.88,919,0
115.21,11,0,14.32,706,0
121.01,5,0,9.94,170,0
146.51,9,0,46.5,170,0
255.59,0,0,26.18,410,0
196.41,19,0,12.32,976,0
658.17,9,0,21.8,159,0
601.49,17,0,56.58,715,0
62.86,13,0,11.17,275,0
570.79,21,0,3.58,260,0
340.51,19,0,95.4,761,0
13043.49,5,4,825.19,3,1
34.02,17,0,5.13,278,0
277.53,18,0,26.24,45,0
152.78,2,0,27.84,666,0
2159.82,17,0,4.79,102,0
281.16,2,0,16.51,946,0
9442.09,5,3,679.11,4,1
43.43,19,0,17.31,28,0
645.87,12,0,7.89,996,0
304.06,18,0,16.94,744,0
42.23,8,0,71.96,389,0
920.49,9,0,15.55,326,0
576.59,16,0,20.13,316,0
618.77,1,0,1.4,227,0
192.47,20,0,21.23,332,0
62.07,18,0,14.06,59,0
23570.36,23,3,848.74,2,1
433.63,3,0,17.95,265,0
185.48,17,0,13.3,315,0
196.44,7,0,5.05,491,0
691.03,23,0,51.83,532,0
14557.35,2,3,470.95,0,1
840.03,11,0,12.46,33,0
184.98,16,0,14.93,172,0
16729.48,2,5,1766.75,0,1
20.28,19,0,32.31,857,0
13136.25,2,4,1010.31,3,1
1042.41,19,0,20.41,779,0
678.82,7,0,18.76,456,0
151.94,8,0,13.25,541,0
829.9,22,1,21.13,435,0
14056.66,1,4,1453.33,1,1
292.26,11,0,42.19,458,0
112.38,20,0,10.11,725,0
141.42,0,1,26.75,407,0
407.83,17,0,27.22,26,0
2224.26,14,0,24.22,847,0
12397.2,0,4,1438.47,5,1
111.75,0,1,21.28,178,0
28.94,0,0,2.48,263,0
50.42,4,0,29.1,701,0
177.75,4,0,24.42,745,0
252.22,9,0,30.78,541,0
589.04,9,0,55.69,603,0
12622.66,4,4,723.66,4,1
214.02,17,0,30.31,699,0
247.55,9,0,10.47,972,0
138.82,23,0,35.06,157,0
25954.45,4,5,1353.86,2,1
104.35,14,0,25.42,665,0
69.51,19,0,19.07,561,0
110.77,2,0,8.77,422,0
445.09,1,0,2.07,688,0
302.12,13,0,161.31,167,0
213.11,23,0,5.22,170,0
589.07,5,0,32.54,621,0
14.07,17,0,18.33,847,0
29796.18,22,5,1492.45,5,1
354.1,8,0,4.66,77,0
593.31,6,0,10.43,218,0
777.94,7,0,25.69,208,0
150.62,8,0,2.15,720,0
414.05,1,0,32.83,132,0
203.16,5,0,59.28,315,0
98.14,22,0,16.96,112,0
1401.27,8,0,7.29,237,0
1471.22,9,0,39.96,471,0
614.04,18,0,7.63,394,0
201.17,12,0,3.81,525,0
190.31,6,0,41.02,121,0
814.59,21,0,1.91,148,0
1045.02,1,1,22.68,968,0
577.44,4,0,57.46,60,0
63.55,23,0,25.36,751,0
131.96,8,0,4.06,330,0
721.45,23,0,18.55,476,0
469.49,11,0,12.21,480,0
11527.55,23,4,1760.72,1,1
23240.36,22,5,856.94,3,1
24737.23,2,5,1992.27,5,1
567.6,23,0,12.01,994,0
737.74,17,0,11.39,311,0
10073.12,2,5,779.41,3,1
871.84,11,1,43.27,695,0
65.64,5,0,6.58,777,0
39.57,5,0,3.4,628,0
348.26,0,0,10.5,401,0
11924.37,2,3,1817.2,4,1
695.59,17,0,14.44,410,0
885.95,7,0,1.36,452,0
70.65,16,0,38.3,228,0
1044.58,6,0,14.75,806,0
34.77,11,2,5.01,785,0
21.1,15,0,16.67,523,0
706.81,9,0,6.02,153,0
18305.68,22,4,1432.16,2,1
250.1,1,0,14.83,575,0
582.53,15,0,1.03,891,0
457.48,23,1,9.97,683,0
250.38,22,0,30.64,319,0
109.38,3,0,13.74,201,0
396.65,22,0,28.3,67,0
99.59,6,0,53.09,512,0
1802.44,13,0,20.47,924,0
16875.27,1,4,1905.95,1,1
937.89,17,0,7.71,392,0
435.75,15,0,32.63,583,0
307.58,16,0,4.69,120,0
329.91,5,0,9.33,307,0
79.13,19,0,41.07,921,0
17985.71,22,5,825.68,5,1
29451.49,23,4,1060.79,5,1
1133.28,12,0,6.18,718,0
19365.38,2,4,1838.44,1,1
87.08,20,0,5.97,114,0
367.36,4,0,5.17,988,0
62.49,13,1,32.12,184,0
10463.12,3,5,1724.59,5,1
90.54,10,0,2.69,435,0
579.81,6,0,8.68,706,0
308.45,12,0,5.79,992,0
440.52,1,0,6.35,256,0
88.83,17,0,35.33,414,0
17878.62,22,3,1639.21,4,1
38.73,16,0,7.63,45,0
55.28,7,0,25.62,539,0
18747.52,1,4,810.78,0,1
1067.32,17,0,3.27,226,0
24975.83,1,5,1992.83,1,1
157.62,17,0,7.08,559,0
865.55,4,1,29.26,255,0
154.38,11,1,102.31,389,0
27035.65,3,3,1943.81,3,1
694.39,17,0,46.01,551,0
14.46,14,0,10.85,813,0
262.04,20,0,16.01,906,0
829.34,2,0,12.04,631,0
454.63,21,0,3.61,705,0
538.77,14,0,10.82,434,0
29369.96,3,3,1358.38,1,1
347.12,13,0,45.43,370,0
264.3,0,0,17.39,60,0
261.8,9,0,3.17,430,0
17125.25,0,5,605.02,2,1
1975.9,17,0,12.11,910,0
898.96,7,0,16.15,199,0
1284.93,4,0,85.01,227,0
469.2,8,0,2.5,560,0
381.47,18,0,8.05,24,0
1090.56,22,0,14.88,520,0
158.61,11,0,8.79,118,0
194.99,0,0,16.0,635,0
44.47,0,0,7.13,950,0
1518.3,18,0,22.26,22,0
156.18,21,0,13.18,279,0
124.47,13,0,6.83,972,0
182.78,15,0,29.6,529,0
464.09,15,0,10.76,442,0
61.41,17,0,37.42,394,0
309.78,2,1,1.74,438,0
34.56,0,0,4.0,773,0
35.15,16,0,28.45,402,0
213.73,20,1,12.84,766,0
64.77,1,0,4.09,664,0
278.75,20,0,1.73,298,0
692.52,13,0,45.93,949,0
606.09,8,0,5.05,249,0
493.39,3,0,40.56,585,0
149.4,1,0,5.74,211,0
23828.48,4,5,1083.86,3,1
1154.8,10,0,2.81,559,0
783.47,7,0,2.66,483,0
214.35,9,0,9.96,290,0
1365.29,7,0,12.81,472,0
1671.47,18,0,24.12,480,0
124.25,21,0,46.2,247,0
535.7,9,0,9.07,377,0
24285.5,22,4,1034.8,4,1
159.54,1,0,23.95,405,0
176.93,13,0,18.12,963,0
459.79,18,0,2.51,721,0
286.12,4,0,5.75,278,0
703.93,21,0,7.27,576,0
343.68,0,0,10.83,91,0
357.27,2,2,54.66,655,0
602.06,8,0,5.68,348,0
439.31,23,0,24.48,628,0
171.43,18,0,18.61,587,0
370.18,13,0,2.33,175,0
17746.78,4,3,524.03,5,1
11875.46,23,3,1629.38,3,1
1005.15,13,0,3.9,679,0
292.91,21,0,5.21,925,0
1369.02,5,0,49.44,460,0
579.53,4,0,16.91,661,0
11363.97,4,4,1187.1,5,1
544.62,23,2,30.44,832,0
1119.78,18,0,29.17,201,0
188.28,10,0,33.06,708,0
385.22,20,0,9.54,163,0
10.12,16,0,18.98,369,0
15193.51,1,4,699.49,2,1
130.88,9,0,26.76,603,0
175.36,16,0,1.84,526,0
15390.64,1,5,1950.24,3,1
340.87,10,0,74.47,463,0
295.42,1,0,27.57,722,0
94.99,9,0,8.04,787,0
180.81,9,0,3.34,394,0
17665.08,4,4,1901.18,5,1
205.39,21,0,13.6,308,0
6756.83,2,5,993.96,4,1
372.3,3,0,27.13,744,0
17012.19,22,3,1190.28,5,1
24.61,16,0,6.71,624,0
620.09,21,0,2.25,934,0
429.46,5,0,17.46,627,0
17261.88,2,4,1418.16,2,1
40.98,14,0,4.41,813,0
14.93,18,0,4.72,914,0
202.92,8,0,19.67,248,0
557.98,16,0,2.94,688,0
22387.86,1,3,932.12,0,1
196.04,9,0,3.83,70,0
753.99,3,0,31.08,215,0
1356.1,14,0,15.71,835,0
50.22,22,0,8.57,244,0
237.13,9,0,12.36,433,0
142.66,3,0,20.74,585,0
78.81,3,0,3.08,369,0
527.61,3,0,26.75,315,0
135.65,16,0,76.86,525,0
849.03,11,0,7.2,705,0
1311.9,22,1,1.95,759,0
1043.24,13,0,3.95,17,0
95.1,10,0,25.18,522,0
26118.99,22,5,1432.17,0,1
20369.64,1,4,1501.07,5,1
61.39,20,0,5.59,976,0
225.28,8,1,56.96,280,0
26103.29,5,3,1145.83,3,1
1106.56,15,0,6.6,214,0
61.34,12,0,12.08,295,0
287.05,2,0,14.08,390,0
1563.74,14,0,8.07,266,0
172.55,23,0,12.3,357,0
1167.95,3,0,6.11,265,0
28773.16,2,3,1837.25,1,1
18003.55,5,3,674.94,0,1
117.18,22,0,16.46,313,0
809.57,8,0,60.88,821,0
594.53,12,0,27.78,777,0
46.13,16,1,25.34,973,0
740.58,21,0,10.37,783,0
767.58,18,0,16.26,81,0
18029.59,1,3,648.64,5,1
75.17,17,0,13.92,955,0
1126.67,10,0,5.57,751,0
22283.25,0,3,1302.05,1,1
298.15,7,0,24.45,545,0
35.04,9,0,4.21,700,0
1602.34,3,0,40.87,671,0
274.53,23,0,18.99,873,0
553.92,11,0,6.5,477,0
839.05,13,0,88.79,628,0
348.89,14,0,5.04,318,0
25384.57,23,3,1483.46,1,1
91.46,1,0,38.32,670,0
79.11,6,0,2.93,353,0
59.53,0,0,18.44,218,0
1055.47,18,1,32.22,638,0
381.0,9,0,13.43,430,0
716.81,20,0,42.57,110,0
16.24,4,0,52.6,46,0
60.17,18,0,8.26,215,0
113.12,18,0,8.08,824,0
894.58,8,1,51.61,940,0
237.87,21,0,34.09,574,0
8098.38,22,3,570.56,3,1
1316.68,12,2,6.56,203,0
29.45,0,0,19.0,648,0
161.99,10,0,19.97,42,0
579.81,11,0,19.83,483,0
484.73,18,0,2.73,243,0
1750.8,9,0,3.87,541,0
567.3,13,0,5.05,890,0
623.64,18,0,5.08,758,0
2753.1,21,0,9.54,220,0
1269.31,17,0,12.34,761,0
542.44,3,0,12.05,461,0
26073.39,1,3,838.11,2,1
1132.42,7,2,4.68,925,0
1098.97,20,0,4.75,829,0
242.9,20,0,19.43,930,0
684.12,21,0,2.27,556,0
30.47,15,0,8.48,573,0
1287.61,21,0,23.22,486,0
55.33,5,0,24.52,315,0
1241.47,14,0,11.85,867,0
51.97,1,0,1.99,549,0
48.11,10,0,26.27,295,0
127.7,7,0,9.78,884,0
133.61,18,0,8.68,999,0
736.39,3,0,13.0,981,0
210.76,20,0,15.85,807,0
594.86,0,0,9.98,545,0
2316.97,14,1,29.31,567,0
42.48,19,0,4.73,751,0
9694.98,23,3,1901.34,4,1
780.02,4,0,10.39,503,0
352.62,21,0,18.46,106,0
885.38,10,0,12.61,799,0
40.93,0,0,18.74,663,0
146.87,4,0,51.4,829,0
465.89,13,0,38.49,816,0
14487.31,4,4,1607.25,2,1
193.9,0,1,22.35,474,0
158.53,17,0,17.04,997,0
21827.76,0,3,1757.8,1,1
889.18,23,0,85.04,597,0
162.61,5,0,30.01,638,0
390.02,5,0,12.35,141,0
2128.2,0,0,5.96,859,0
123.25,13,0,11.86,228,0
27100.48,2,4,689.23,4,1
82.32,3,0,54.56,389,0
415.63,2,0,5.79,457,0
2274.41,23,2,4.39,866,0
994.81,8,0,30.21,78,0
18253.67,22,4,1942.75,1,1
930.4,1,0,5.96,322,0
1092.41,11,0,46.7,651,0
1110.08,12,0,13.49,431,0
39.13,8,0,22.34,191,0
198.5,5,0,5.23,667,0
199.36,11,0,7.38,768,0
198.31,13,0,1.35,717,0
719.28,15,0,61.09,419,0
1075.37,12,0,16.81,430,0
1514.79,8,0,24.91,822,0
652.12,13,0,24.07,506,0
341.07,11,0,32.12,58,0
168.72,22,0,16.46,905,0
123.21,3,0,10.89,800,0
1052.38,3,0,2.7,896,0
28.7,14,0,11.39,309,0
269.16,10,0,26.23,358,0
419.8,13,0,9.48,842,0
22215.07,23,4,1932.59,5,1
115.85,6,0,33.89,147,0
190.13,3,0,5.55,238,0
104.93,11,0,16.57,116,0
227.33,0,0,16.69,255,0
264.69,11,0,11.51,651,0
771.86,7,0,16.25,316,0
16522.05,0,5,703.99,4,1
485.3,15,0,10.31,679,0
27972.4,4,4,644.56,1,1
392.73,17,1,3.68,299,0
435.82,6,0,33.21,110,0
27313.93,1,4,971.63,0,1
215.8,15,0,12.15,58,0
976.32,14,0,17.01,590,0
2388.1,18,0,14.53,758,0
395.24,14,0,4.04,843,0
480.41,4,0,17.91,455,0
29.6,19,0,77.21,155,0
411.78,12,0,6.09,627,0
1024.24,9,0,23.77,743,0
680.77,1,0,14.07,402,0
1616.35,2,1,43.33,38,0
81.45,1,0,27.93,152,0
380.81,10,1,13.16,347,0
636.67,19,0,5.73,978,0
137.66,8,0,11.43,101,0
137.8,4,0,57.38,510,0
428.24,23,0,7.86,307,0
80.23,21,1,6.88,284,0
78.05,22,0,18.84,181,0
1191.14,7,0,1.34,170,0
354.9,11,0,7.53,178,0
128.79,23,0,45.24,599,0
824.2,16,0,23.16,533,0
289.05,12,0,15.38,365,0
723.99,1,0,6.08,287,0
21535.69,22,3,1677.07,5,1
27403.0,23,3,744.78,2,1
264.91,10,0,25.29,483,0
119.16,21,0,21.76,883,0
585.14,8,0,5.79,694,0
438.39,15,0,7.84,753,0
31.89,17,0,8.6,69,0
282.28,7,0,6.76,554,0
680.45,0,0,35.56,546,0
1346.99,11,0,35.17,167,0
175.33,3,0,11.89,861,0
54.7,6,0,59.61,653,0
174.9,13,0,2.95,366,0
7811.47,23,4,1033.8,4,1
13.88,5,0,2.43,740,0
50.01,10,0,1.59,48,0
311.23,3,0,17.01,380,0
158.91,14,0,52.28,933,0
258.9,14,0,23.16,226,0
676.01,12,0,18.78,819,0
43.97,22,0,7.18,216,0
316.17,15,0,18.44,968,0
421.94,1,1,22.11,160,0
752.18,20,0,9.8,530,0
342.16,14,1,64.68,158,0
83.99,0,0,12.64,712,0
281.29,11,0,4.25,869,0
22163.76,23,3,1795.86,4,1
81.17,5,0,10.83,394,0
394.42,23,0,3.19,183,0
96.22,5,0,9.08,441,0
934.01,19,2,14.58,235,0
662.66,1,0,39.19,27,0
604.26,14,0,13.15,708,0
29771.32,2,3,1746.73,0,1
798.35,4,0,17.44,487,0
1410.23,7,0,5.41,15,0
720.04,5,0,2.05,580,0
262.48,21,0,17.54,370,0
301.52,22,0,6.96,737,0
565.99,0,0,2.4,801,0
2345.02,5,0,41.4,879,0
630.12,16,0,5.28,55,0
608.62,23,0,2.75,672,0
8486.33,3,3,886.73,5,1
529.0,9,0,21.74,459,0
22257.01,2,4,1374.53,2,1
141.42,16,0,41.63,505,0
29358.89,22,5,1509.62,1,1
523.17,21,0,2.36,592,0
304.76,19,0,13.1,882,0
24620.67,4,5,1824.49,3,1
104.59,3,0,23.22,206,0
9619.91,1,3,575.97,4,1
147.05,17,0,28.99,559,0
490.83,16,0,10.42,810,0
137.77,11,0,54.7,796,0
173.09,1,0,2.6,435,0
1082.48,7,0,3.54,866,0
128.81,3,0,3.91,928,0
431.87,17,0,21.4,644,0
542.58,20,0,14.52,46,0
1568.03,4,0,1.54,681,0
2521.87,12,0,17.44,667,0
137.92,1,0,13.87,127,0
89.54,5,0,14.27,890,0
14.26,21,1,11.82,339,0
1134.0,20,0,4.88,24,0
28.16,3,0,9.74,237,0
169.64,1,1,5.64,175,0
14217.16,22,3,1975.79,5,1
1706.47,18,0,3.34,291,0
268.45,10,0,35.22,496,0
70.78,14,0,11.83,105,0
593.05,16,0,29.68,160,0
243.82,4,0,39.05,779,0
128.48,11,0,12.25,799,0
468.74,20,0,12.65,150,0
671.87,15,0,8.09,955,0
24024.57,2,5,1331.11,5,1
14396.14,22,5,888.25,1,1
636.44,15,0,30.2,741,0
51.23,23,0,7.6,661,0
370.63,8,0,2.84,269,0
367.55,6,0,1.94,291,0
48.14,10,0,6.71,615,0
1120.87,23,0,5.52,132,0
56.68,21,0,12.39,685,0
139.44,3,0,32.75,867,0
107.86,11,0,16.34,921,0
27080.16,1,3,1689.68,1,1
8342.64,3,4,1050.46,4,1
519.48,8,2,64.98,550,0
1759.29,19,0,9.58,555,0
19087.28,22,5,1240.14,4,1
256.35,7,0,13.24,56,0
1943.65,5,0,1.35,699,0
278.87,5,0,62.85,796,0
284.77,4,0,7.04,479,0
235.07,19,0,15.56,741,0
13606.3,4,3,1946.96,1,1
24791.72,2,4,1680.25,2,1
78.7,4,0,18.06,408,0
1388.17,11,0,2.53,697,0
11612.36,2,4,400.89,2,1
1552.14,10,0,10.41,212,0
20944.81,1,5,970.83,0,1
1668.9,1,0,51.59,409,0
397.88,13,0,24.82,844,0
337.35,8,0,21.89,452,0
608.06,18,0,6.53,818,0
1163.18,13,1,9.58,489,0
2290.49,15,0,83.2,467,0
540.42,4,0,9.57,200,0
959.77,1,0,16.64,433,0
98.54,10,0,7.82,850,0
6519.34,0,4,1611.69,0,1
17642.64,0,4,480.96,2,1
138.76,5,0,16.81,666,0
1879.69,1,0,5.23,357,0
610.64,1,0,1.67,487,0
292.69,11,0,9.22,689,0
12544.03,2,4,1551.73,1,1
139.18,1,0,2.64,516,0
526.7,11,0,78.43,52,0
20344.49,22,5,1037.4,5,1
390.86,22,0,3.93,268,0
2181.21,2,0,40.56,340,0
11143.21,2,3,636.09,2,1
499.62,15,0,37.29,926,0
21747.09,1,5,1552.52,2,1
132.82,10,0,8.78,903,0
634.42,8,1,22.32,617,0
640.76,21,0,46.62,47,0
18534.01,4,3,631.08,1,1
1274.56,12,0,11.18,887,0
386.96,21,0,3.49,272,0
941.49,9,0,6.28,200,0
671.91,10,0,8.42,501,0
76.3,9,0,8.35,22,0
64.6,2,0,11.24,391,0
79.84,15,0,24.19,320,0
304.76,6,1,17.66,90,0
49.84,3,0,7.72,607,0
30.93,5,0,26.8,887,0
258.64,15,0,1.71,966,0
27569.77,5,4,652.22,3,1
601.21,12,0,9.33,388,0
29023.9,2,4,417.95,2,1
427.59,9,0,18.01,879,0
117.94,14,0,5.21,749,0
579.02,3,0,30.27,118,0
240.13,22,0,28.77,744,0
1152.66,17,0,49.14,691,0
38.15,9,0,22.15,88,0
365.23,1,0,9.41,490,0
1544.94,8,0,2.87,960,0
486.04,21,0,34.76,151,0
210.57,17,0,24.24,471,0
621.41,19,0,10.89,278,0
117.69,12,0,39.79,863,0
143.84,21,0,56.81,664,0
236.86,7,0,10.53,588,0
782.74,21,0,31.11,167,0
520.33,11,0,2.81,22,0
180.24,14,0,19.79,23,0
857.42,7,0,38.69,159,0
79.88,17,0,15.99,100,0
972.75,6,0,49.44,563,0
124.98,21,0,16.82,277,0
392.66,21,0,24.9,636,0
34.88,22,0,23.22,791,0
22930.77,22,4,787.88,1,1
347.79,12,0,56.87,216,0
14372.8,3,5,1869.96,3,1
682.13,6,0,15.98,916,0
351.38,6,0,7.22,572,0
